nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_nao_justificada_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_nao_justificada_comissao,data_nascimento,quant_viagem,salario_bruto,gasto_total_par,gasto_total_gab,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab
CHARLES FERNANDES SILVEIRA SANTANA,H,90.0,1.0,1.0,35.0,0.0,6.0,15/03/1965,0,33763.0,323285.96,1112836.72,24256.26,47976.68,50658.86,46560.45,48292.35,27745.84,27027.0,19586.71,19284.11,10381.44,1516.26,111439.65,111389.19,111507.9,111507.88,110522.28,111149.99,111433.52,111507.87,111507.87,110870.57,0
CHARLLES THOMACELLI EVANGELISTA,H,88.0,4.0,0.0,27.0,5.0,4.0,27/12/1984,0,33763.0,272031.91,1059386.34,22449.08,36430.49,47122.47,36668.39,49948.09,24701.1,21331.84,25587.97,1432.93,6359.55,0.0,102330.37,102010.39,103658.78,105928.21,106859.77,104041.72,106811.02,110258.36,110258.36,107229.36,0
CELSO UBIRAJARA RUSSOMANNO,H,89.0,2.0,1.0,30.0,5.0,3.0,20/08/1956,1,33763.0,173626.19,1026873.67,5918.88,28583.18,23440.72,32244.15,24383.53,25438.32,19954.21,5651.37,1220.62,6791.21,0.0,96961.81,98308.99,100425.4,103329.11,103522.12,104152.03,107493.07,105272.98,103828.92,103579.24,0
ELI DIAS BORGES,H,81.0,0.0,11.0,6.0,0.0,11.0,01/09/1960,0,33763.0,388319.94,1104364.78,31188.98,46066.46,51592.15,46239.19,48724.2,43313.71,41770.08,35826.39,32575.57,10263.37,759.84,111130.49,111392.69,111205.19,108796.48,110064.23,111248.28,109041.83,110416.27,110246.84,110822.48,0
FRANCISCO JOSÉ D'ANGELO PINTO,H,83.0,3.0,6.0,31.0,2.0,34.0,11/02/1953,0,33763.0,284234.89,1113229.62,31896.36,27273.29,30877.95,43620.43,41207.47,32636.24,30772.24,20679.4,17903.83,6817.68,550.0,111574.71,111574.71,110060.41,111423.07,111423.07,111423.07,111423.07,111423.07,111423.07,111481.37,0
JOÃO FRANCISCO INÁCIO BRAZÃO,H,84.0,0.0,8.0,50.0,0.0,4.0,22/02/1962,0,33763.0,291545.15,1114045.59,5628.16,25886.77,61019.13,45809.13,49940.05,27195.38,11919.52,9234.91,18890.85,36021.25,0.0,111623.18,110117.12,110943.03,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,0
CLEBER VERDE CORDEIRO MENDES,H,91.0,1.0,0.0,15.0,0.0,19.0,10/05/1972,0,33763.0,275663.96,1091392.63,14582.42,18944.35,47074.36,45118.81,99276.9,13222.16,16834.74,8782.05,4751.79,7076.38,0.0,110588.35,105407.76,109632.33,97860.55,111342.09,111580.81,111580.81,111580.81,111580.81,110238.31,0
CHRISTINO AUREO DA SILVA,H,87.0,5.0,0.0,22.0,7.0,7.0,26/04/1962,0,33763.0,364334.75,1111010.04,35707.47,43836.64,42917.16,48167.17,53926.39,32622.07,26143.21,21788.64,18368.8,40258.88,598.32,111412.57,111647.36,107066.29,111310.13,111604.92,111604.92,111604.92,111604.92,111585.5,111568.51,0
LUIZ ARMANDO SCHROEDER REIS,H,84.0,4.0,4.0,40.0,0.0,1.0,23/06/1957,0,33763.0,243119.72,1092037.31,12148.5,26826.54,33216.85,48925.26,49749.39,25127.17,20027.71,10975.22,4534.03,9709.47,1879.58,101236.1,103071.39,111201.67,110216.08,110773.16,111095.62,111269.37,111508.09,111508.09,110157.74,0
JOÃO CHRISÓSTOMO DE MOURA,H,89.0,0.0,3.0,68.0,0.0,35.0,23/06/1959,0,33763.0,368076.13,1064563.22,43569.56,50409.86,41654.5,41798.47,49488.53,35493.95,36213.06,25552.93,16022.94,27378.01,494.32,107323.44,106208.72,102467.86,107196.5,98159.34,108000.77,107946.98,108363.78,109587.98,109307.85,0
CLÁUDIO CAJADO SAMPAIO,H,81.0,10.0,1.0,24.0,2.0,1.0,01/12/1963,1,33763.0,319967.5,1102608.0,25338.77,40167.84,53444.52,42649.6,27640.24,33006.34,28893.21,31157.71,9849.66,27619.61,200.0,111538.31,107663.1,107365.01,108851.14,111611.11,111611.11,111611.11,111611.11,111611.11,109134.89,0
MARCIO TADEU ANHAIA DE LEMOS,H,88.0,0.0,4.0,61.0,0.0,14.0,30/09/1965,0,33763.0,331923.0,1088567.27,37359.64,45903.08,33260.17,32063.81,48565.66,27237.62,25482.15,17392.78,17775.38,28430.4,18452.31,111127.47,109317.63,107351.0,101360.55,110345.01,108448.48,106340.0,111358.01,111459.56,111459.56,0
LUIS ANTONIO FRANCISCATTO COVATTI,H,89.0,0.0,3.0,33.0,1.0,12.0,25/07/1987,0,33763.0,354596.62,1087781.16,39901.49,64904.76,45888.49,45547.51,61494.69,34354.07,35673.58,7646.43,612.0,17873.82,699.78,110922.09,111617.12,107422.09,109771.87,110840.89,108844.64,97398.86,110212.41,110288.12,110463.07,0
CRISTIANO DUTRA VALE,H,80.0,12.0,0.0,25.0,5.0,3.0,10/04/1970,0,33763.0,339850.13,1053658.38,20452.98,49639.93,30338.48,43108.68,49829.99,38126.87,26721.78,30470.89,32141.42,18563.85,455.26,110040.22,103847.89,110040.22,105919.51,103859.15,98892.22,97650.62,104977.0,107755.43,110676.12,0
JOSIAS MARIO DA VITORIA,H,89.0,0.0,3.0,0.0,0.0,0.0,02/06/1971,0,33763.0,342528.51,1103849.8,39721.75,61373.19,36361.78,48373.97,37143.23,27515.03,30632.01,27567.15,23415.71,8098.49,2326.2,109916.03,109232.89,110340.24,110968.15,110968.15,110968.15,111559.84,110395.01,111192.57,108308.77,0
JOÃO CARLOS SOARES GURGEL,H,91.0,0.0,1.0,45.0,0.0,9.0,02/12/1980,1,33763.0,304315.99,1043331.18,30854.01,50602.99,53138.7,41056.98,41300.2,29009.3,16063.62,23894.73,4534.47,13654.2,206.79,108173.01,94076.65,98798.22,97414.57,105810.92,106438.09,111465.45,110479.86,110137.04,100537.37,0
DAGOBERTO NOGUEIRA FILHO,H,80.0,12.0,0.0,4.0,0.0,0.0,21/07/1955,0,33763.0,388891.74,1111346.73,33968.57,43913.03,45172.41,46082.3,39158.72,43879.61,41129.03,39057.91,31905.09,24585.9,39.17,111166.05,111277.6,111277.6,111277.6,111277.6,111277.6,110863.55,110859.05,110859.05,111211.03,0
GLAUSKSTON BATISTA RIOS,H,73.0,11.0,8.0,10.0,4.0,0.0,22/12/1973,0,33763.0,242210.77,1092158.14,10991.8,11824.0,26296.76,43887.86,121027.92,6316.73,6012.78,307.54,1.58,15543.8,0.0,111277.44,110313.37,111653.47,111653.47,111653.47,111548.53,99804.96,101249.81,111501.81,111501.81,0
DAMIÃO FELICIANO DA SILVA,H,81.0,10.0,1.0,29.0,7.0,24.0,28/04/1952,0,33763.0,299356.24,1061513.65,33696.89,30513.3,45137.92,53251.62,39985.25,21830.0,19723.61,12971.79,10939.09,30722.02,584.75,111054.03,106603.56,94753.6,91868.67,107855.77,111429.12,111429.12,109759.06,107977.67,108783.05,0
LUIZ GONZAGA PATRIOTA,H,80.0,6.0,6.0,28.0,7.0,25.0,26/04/1946,0,33763.0,377421.31,1115718.01,23321.92,41059.43,44638.78,37071.52,47392.53,33365.05,14810.82,24895.76,15356.6,28298.48,67210.42,111537.98,111533.39,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,0
GLAUBER DE MEDEIROS BRAGA,H,88.0,3.0,1.0,46.0,3.0,16.0,26/06/1982,0,33763.0,249152.28,1083239.39,17256.11,31524.84,46990.34,41104.72,43161.14,26199.0,21782.77,8772.04,3355.87,9005.45,0.0,111635.78,111635.78,111635.78,100164.04,106112.74,110185.24,108335.96,106862.15,108335.96,108335.96,0
JOSÉ GUILHERME NEGRÃO PEIXOTO,H,92.0,0.0,0.0,20.0,0.0,12.0,13/11/1961,0,33763.0,256610.23,1064377.63,20164.29,32606.94,19433.99,27096.29,44132.42,31276.49,28081.91,26381.12,12089.61,14182.0,1165.17,108657.03,110067.97,109025.07,109756.34,109965.86,101721.15,95424.72,107166.92,106267.03,106325.54,0
GUILHERME MUSSI FERREIRA,H,55.0,15.0,22.0,0.0,2.0,1.0,14/10/1982,0,33763.0,167339.76,1113779.92,13411.67,40786.13,29938.94,21082.66,27120.16,3643.94,8274.08,7555.1,5000.2,10287.16,239.72,111423.08,111370.21,110695.37,111335.52,111363.58,111326.61,111432.25,111611.1,111611.1,111611.1,0
GUSTAVO BONATO FRUET,H,91.0,1.0,0.0,26.0,0.0,1.0,18/04/1963,0,33763.0,372531.13,1063279.34,51898.88,69808.76,56026.78,68837.63,47334.53,23097.35,16604.91,8174.92,2810.21,27565.23,371.93,105805.1,106054.78,106054.78,106054.78,106054.78,106019.19,103701.22,103701.22,108481.1,111352.39,0
LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,H,76.0,10.0,6.0,9.0,3.0,17.0,16/02/1982,0,33763.0,300709.54,1116716.1,7595.71,72060.11,19440.13,61050.02,53501.99,62592.98,9368.45,5296.21,4189.16,5614.78,0.0,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,0
HELIO LEITE DA SILVA,H,86.0,3.0,3.0,26.0,0.0,39.0,09/12/1957,0,33763.0,315255.89,1115311.38,38353.51,33114.24,50848.23,40083.76,82360.81,17710.54,18649.82,15787.41,9334.72,8622.84,390.01,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111467.04,0
HEITOR RODRIGO PEREIRA FREIRE,H,79.0,13.0,0.0,21.0,20.0,30.0,08/10/1981,1,33763.0,428893.06,1106657.5,44459.28,22147.14,58578.83,44388.99,47573.98,24699.86,52243.35,24034.75,32084.1,78682.78,0.0,111447.23,110953.3,110359.5,110475.29,111481.1,109817.62,111314.25,111150.06,110377.84,109281.31,0
HAROLDO ALVES CAMPOS,H,37.0,0.0,4.0,0.0,0.0,0.0,11/05/1953,0,33763.0,206440.6,1101382.47,36917.58,38592.67,38415.39,17064.17,0,0,0,17838.49,26371.35,30980.95,260.0,110733.36,111538.36,111538.36,111538.36,111538.36,106037.07,108248.33,108152.26,111475.89,110582.12,0
HEITOR JOSE SCHUCH,H,78.0,12.0,2.0,27.0,4.0,4.0,25/03/1962,0,33763.0,320324.09,1079158.2,17534.05,27229.69,41738.13,47628.1,71235.9,26290.08,28128.15,20506.74,19998.13,18646.87,1388.25,107595.6,107595.6,107595.6,110706.76,111653.64,111528.48,108951.61,106686.31,103422.3,103422.3,0
HELDER IGNACIO SALOMAO,H,88.0,3.0,1.0,35.0,9.0,11.0,08/03/1964,0,33763.0,288776.51,1100336.27,22858.7,46569.54,43715.68,35739.34,39193.71,25804.13,25901.62,20309.17,15007.85,13093.49,583.28,108620.67,108620.67,108620.67,108620.67,108620.67,111370.72,111465.55,111465.55,111465.55,111465.55,0
HÉLIO FRANCISCO DA COSTA,H,86.0,6.0,0.0,41.0,4.0,11.0,03/03/1954,0,33763.0,364538.82,1077630.46,30626.82,25895.84,42089.22,59253.62,53304.15,42968.62,28285.02,47223.51,18135.05,13005.76,3751.21,108966.57,108966.57,105181.11,107906.65,111392.87,111392.87,111392.87,110279.5,111392.87,90758.58,0
GUTEMBERG REIS DE OLIVEIRA,H,80.0,0.0,12.0,28.0,0.0,19.0,09/09/1979,0,33763.0,333354.79,1113305.5,31811.03,37058.19,39957.54,35397.82,39003.29,35548.76,35184.9,23289.89,18535.79,35373.06,2194.52,111586.82,111586.82,110729.78,110789.77,111586.82,111146.85,111458.26,111246.74,111586.82,111586.82,0
HENRIQUE FONTANA JÚNIOR,H,87.0,3.0,2.0,10.0,2.0,8.0,18/01/1960,0,33763.0,243460.56,1085460.81,15878.57,12589.61,38772.48,30692.56,39615.05,29232.23,31433.45,19791.3,9180.71,16274.6,0.0,111204.73,110084.73,107446.09,105775.84,105862.69,107355.35,110206.59,105283.68,110660.36,111580.75,0
HELIO FERNANDO BARBOSA LOPES,H,85.0,2.0,5.0,11.0,2.0,19.0,28/03/1969,0,33763.0,330068.75,1080153.53,26662.7,20129.73,20908.71,15959.57,126009.87,40424.07,19559.06,19728.52,21207.48,18877.17,601.87,100983.71,100983.71,105907.19,107619.71,109879.71,110955.9,110955.9,110955.9,110955.9,110955.9,0
HERCÍLIO ARAÚJO DINIZ FILHO,H,55.0,29.0,8.0,11.0,21.0,2.0,14/09/1963,0,33763.0,0,827780.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59693.74,59290.57,59989.38,63388.82,84017.68,96088.28,107430.8,108274.93,108274.93,81331.32,0
HERCULANO CASTILHO PASSOS JUNIOR,H,87.0,3.0,2.0,38.0,8.0,4.0,04/08/1956,0,33763.0,365289.6,1064843.64,64568.22,41807.38,37578.21,27556.28,42217.44,32275.57,29438.11,26350.96,36350.3,26507.24,639.89,111004.62,107856.45,107856.45,110100.81,104656.25,104938.8,100880.76,102189.81,104938.8,110420.89,0
HERMES PARCIANELLO,H,76.0,5.0,11.0,0.0,0.0,24.0,25/04/1958,0,33763.0,323233.63,1105379.72,23550.01,91180.85,21686.73,22782.96,98142.11,27564.61,19639.11,9399.11,6442.33,2845.81,0.0,111531.28,111653.59,111465.33,111601.6,110761.67,111617.19,108353.75,111617.15,110465.86,106312.3,0
HUMBERTO REZENDE PEREIRA,H,87.0,2.0,3.0,29.0,3.0,42.0,14/11/1977,0,33763.0,317620.57,1114088.41,31302.38,37733.45,46071.17,46424.41,43050.57,37786.28,29839.31,16128.37,5877.55,23407.08,0.0,111514.04,111586.8,110868.87,111514.0,111457.65,111586.78,110672.43,111629.28,111629.28,111629.28,0
HILDO AUGUSTO DA ROCHA NETO,H,88.0,3.0,1.0,47.0,1.0,12.0,22/04/1960,4,33763.0,330754.16,1010908.87,37771.29,41668.52,63474.79,41172.58,35711.78,37398.45,27224.54,14043.48,2003.75,29767.5,517.48,111592.93,111592.93,111065.2,111592.93,111592.93,107958.49,84561.7,86983.92,86983.92,86983.92,0
HIRAN MANUEL GONCALVES DA SILVA,H,77.0,4.0,11.0,27.0,3.0,18.0,19/06/1957,1,33763.0,375045.21,1028036.37,34740.26,45379.55,50365.66,68428.93,60380.39,35706.97,31871.73,12574.08,14926.1,20671.54,0.0,81241.74,91423.62,101326.8,102815.66,102432.93,106282.44,110906.64,111574.66,111574.66,108457.22,0
HUGO LEAL MELO DA SILVA,H,83.0,2.0,7.0,70.0,1.0,31.0,06/08/1962,0,33763.0,260480.81,966873.05,40671.93,32691.99,28417.24,37481.29,39390.8,39996.77,11917.66,7954.59,11414.08,10130.61,413.85,101280.05,101256.77,102301.08,103730.03,106151.93,99244.75,96057.39,87682.43,83827.22,85341.4,0
HUGO MOTTA WANDERLEY DA NÓBREGA,H,78.0,9.0,5.0,0.0,6.0,18.0,11/09/1989,0,33763.0,303968.73,1116001.7,42647.3,52115.97,50321.06,50233.24,33832.88,19843.09,21744.93,18363.15,3236.29,10960.3,670.52,111572.21,111586.88,111586.88,111586.88,111552.45,111623.28,111623.28,111623.28,111623.28,111623.28,0
LUIZ BENES LEOCADIO DE ARAUJO,H,88.0,3.0,1.0,35.0,2.0,6.0,22/04/1966,0,33763.0,352784.66,1070001.74,32697.33,37181.8,51640.86,47232.83,43851.34,39594.2,33482.93,21709.18,17997.68,27006.51,390.0,110203.77,110203.77,106658.99,104203.11,106527.95,105841.47,105921.33,105964.18,107249.74,107227.43,0
JOSÉ ROBERTO OLIVEIRA FARO,H,82.0,0.0,10.0,5.0,0.0,17.0,20/06/1969,0,33763.0,346823.36,1107132.6,50640.64,51528.8,51595.33,38245.47,56264.93,15343.49,16815.59,14152.72,12879.36,11197.03,28160.0,111210.84,110666.21,109899.05,111210.84,111210.84,110568.67,110434.02,111210.84,111210.84,109510.45,0
CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,H,77.0,13.0,2.0,18.0,9.0,7.0,01/02/1982,0,33763.0,416075.13,1114457.24,38508.13,49871.28,47518.82,51520.3,44584.4,32245.6,35040.79,36239.48,26275.26,54271.07,0.0,111436.53,111580.74,111495.03,111145.61,111498.95,111507.99,111507.99,111485.68,111392.71,111406.01,0
UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,H,82.0,10.0,0.0,21.0,10.0,26.0,01/11/1968,0,33763.0,390682.86,1115746.5,20679.85,23825.08,34402.73,76284.21,96746.0,27251.8,28044.88,18372.93,31746.67,33253.23,75.48,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,0
ALCIBIO MESQUITA BIBO NUNES,H,90.0,2.0,0.0,33.0,2.0,21.0,09/01/1957,0,33763.0,441683.86,978080.61,36377.5,114136.35,111815.04,46216.96,43243.88,31393.94,31363.41,20069.13,5421.62,1646.03,0.0,107838.27,106661.35,107626.01,107100.08,108678.71,110863.76,102938.79,80792.43,71989.13,73592.08,0
OLAVO BILAC PINTO NETO,H,80.0,5.0,7.0,54.0,3.0,7.0,08/06/1963,0,33763.0,366957.28,1114014.41,38107.55,39391.23,36766.95,36370.18,36320.33,35989.93,35978.06,36058.35,36004.29,35970.41,0.0,111532.26,111532.26,111532.26,111532.26,111532.26,110224.07,111532.26,111532.26,111532.26,111532.26,0
CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,H,71.0,5.0,16.0,12.0,3.0,14.0,03/11/1979,0,33763.0,370012.26,1084232.34,30097.59,41252.22,49713.11,49721.69,45749.21,41212.41,38074.0,37034.37,15768.01,21168.63,221.02,107850.28,108483.94,109030.38,109215.09,109215.09,107121.98,105670.31,109215.09,109215.09,109215.09,0
JOÃO BOSCO GOMES SARAIVA,H,71.0,3.0,18.0,16.0,1.0,9.0,10/10/1959,0,33763.0,442571.13,1112738.23,36572.34,70842.66,44263.27,65965.82,34723.62,32000.51,62345.58,33068.34,15213.66,45530.25,2045.08,111611.12,111611.12,109394.55,111611.12,111611.12,111393.56,111146.01,111574.73,111574.73,111210.17,0
ELVINO JOSÉ BOHN GASS,H,90.0,2.0,0.0,24.0,0.0,15.0,05/02/1962,0,33763.0,362192.59,1113456.25,30693.35,43896.78,51772.61,63215.02,45029.72,40093.42,35113.72,22679.14,13260.28,15328.65,1109.9,111641.36,111557.99,111508.13,111641.38,111641.38,110811.4,111604.98,111604.98,111604.98,109839.67,0
NICOLINO BOZZELLA JUNIOR,H,83.0,8.0,1.0,42.0,5.0,9.0,17/08/1980,0,33763.0,331580.49,1108661.55,31567.57,39636.09,43735.1,36718.08,40304.87,30143.9,40029.84,26482.22,25062.37,16682.72,1217.73,111623.09,111642.57,107512.59,110707.93,111134.28,111357.59,110509.9,111392.57,111392.57,111388.46,0
JOÃO BOSCO DA COSTA,H,88.0,2.0,2.0,37.0,0.0,9.0,28/09/1950,0,33763.0,381415.21,1096871.16,31663.79,50001.03,50347.54,42678.14,42852.09,50270.89,42871.55,39751.16,27086.09,3892.93,0.0,109107.22,111544.51,111544.51,111544.51,111544.51,111544.51,111544.51,106200.33,104641.61,107654.94,0
ALBERTO BARROS CAVALCANTE NETO,H,88.0,2.0,2.0,66.0,1.0,3.0,05/05/1982,0,33763.0,268303.1,1108460.75,10761.97,32144.12,50784.42,59974.73,36167.69,18635.29,18846.91,9376.93,3645.06,27765.98,200.0,111524.06,108183.95,109814.87,109505.49,111520.15,111370.71,111635.38,111635.38,111635.38,111635.38,0
JOSE AUGUSTO ROSA,H,85.0,3.0,4.0,29.0,2.0,39.0,04/10/1966,0,33763.0,303574.67,1109989.13,32590.99,32708.93,42982.94,38181.18,46093.18,19473.47,21678.43,15614.72,14321.17,37351.04,2578.62,111659.59,110586.8,107796.83,111659.59,111659.59,111659.59,110759.7,110888.26,111659.59,111659.59,0
CARLOS CAMILO GÓES CAPIBERIBE,H,89.0,3.0,0.0,67.0,5.0,20.0,23/05/1972,0,33763.0,340932.11,1098429.16,57270.81,54545.96,40139.58,50674.76,29912.43,32899.67,36174.05,9998.8,8076.55,21239.5,0.0,111508.06,111508.06,111508.06,111508.06,110034.25,109670.3,105908.91,110137.58,107941.38,108704.5,0
GUILHERME MURARO DERRITE,H,90.0,0.0,2.0,21.0,0.0,0.0,10/10/1984,0,33763.0,318335.79,1087142.69,33369.05,48294.13,42375.69,37535.61,31336.58,34084.37,31084.94,27610.7,13353.72,19291.0,0.0,111429.18,111429.18,111078.93,111198.68,111198.68,111198.68,104902.34,104902.34,104902.34,104902.34,0
FABIO ABREU COSTA,H,90.0,1.0,1.0,56.0,0.0,9.0,31/12/1972,0,33763.0,414345.91,1112307.7,27176.43,43044.36,37886.06,54828.28,65451.97,38676.13,33219.21,38283.53,44917.64,30711.58,150.72,111501.54,111425.25,109950.47,110995.45,111125.87,111505.0,111580.82,111580.83,111580.83,111061.64,0
CARLOS GOMES BEZERRA,H,29.0,0.0,0.0,0.0,0.0,0.0,04/11/1941,0,33763.0,192492.79,1115384.57,17099.28,55229.53,0.0,0,0,0,2047.03,848.36,647.0,59074.08,57547.51,111611.13,111611.13,111611.13,111611.13,111611.13,111611.13,110884.4,111611.13,111611.13,111611.13,0
WAGNER SOUSA GOMES,H,31.0,0.0,2.0,0.0,0.0,1.0,21/01/1979,0,33763.0,226591.14,1112741.02,55521.07,32236.66,11029.18,0,0,0,12950.64,18376.97,6416.85,14045.83,76013.94,110473.5,110107.68,111586.87,111652.64,111665.79,110952.4,111665.74,111665.74,111665.74,111304.92,0
CARLOS ALBERTO CHIODINI,H,85.0,4.0,3.0,25.0,6.0,8.0,08/03/1982,2,33763.0,263536.36,1088228.66,21142.87,33080.35,34458.92,35659.6,28696.29,31410.11,38827.88,16920.33,11149.03,11990.98,200.0,110052.14,109597.2,107219.44,108994.73,109943.02,110230.95,107098.15,107098.15,107098.15,110896.73,0
ANTONIO CARLOS GOMES DA SILVA,H,92.0,0.0,0.0,21.0,2.0,4.0,13/06/1972,0,33763.0,272520.63,1012698.46,18748.87,25578.63,34691.71,31224.22,55517.35,34811.05,23121.54,21226.21,9739.25,16929.54,932.26,92948.89,99271.45,96032.28,98637.08,102490.61,102621.52,102621.52,104715.99,106679.56,106679.56,0
CARLOS HENRIQUE AMORIM,H,79.0,1.0,12.0,33.0,1.0,24.0,21/04/1961,0,33763.0,379726.43,1014767.71,38480.4,54727.25,51686.19,49827.56,38169.71,34594.12,36583.75,31857.0,13993.12,27863.38,1943.95,107089.41,100838.78,96663.69,98112.79,100925.82,94627.79,96910.28,103302.09,107870.51,108426.55,0
JOSÉ NUNES SOARES,H,37.0,0.0,0.0,0.0,0.0,0.0,18/12/1950,0,33763.0,152004.38,435131.91,51304.13,44699.63,41468.03,14382.59,0.0,0,0,0,0,0,150.0,111665.59,111589.78,111513.97,100362.57,0.0,0.0,0.0,0.0,0.0,0.0,0
Carlos Roberto Coelho de Mattos Júnior,H,84.0,3.0,5.0,10.0,0.0,0.0,08/02/1982,0,33763.0,196997.96,1079427.92,17012.14,21954.01,27544.0,16413.28,29052.38,31940.35,20649.2,10845.1,8669.75,11732.54,1185.21,107840.49,111522.26,105827.62,98809.78,110447.03,111102.14,104135.41,108845.03,110375.04,110523.12,0
JOSÉ BENITO PRIANTE JÚNIOR,H,74.0,3.0,15.0,2.0,0.0,0.0,02/12/1963,0,33763.0,244951.04,990861.14,14028.01,21611.02,36293.55,46059.11,26042.21,30264.32,17847.28,45184.97,5617.88,1912.68,90.01,97088.45,100844.39,98958.69,98302.8,98302.8,98302.8,98302.8,101247.86,101450.97,98059.58,0
CARLOS HENRIQUE FOCESI SAMPAIO,H,87.0,1.0,4.0,14.0,0.0,5.0,31/03/1963,0,33763.0,317099.5,1059385.24,25615.74,56684.49,51456.2,45438.4,42806.53,22600.9,21181.85,14951.58,15364.01,20999.8,0.0,103852.96,107767.17,108820.89,108820.89,108689.99,104762.85,103243.66,104762.85,104762.85,103901.13,0
JOSÉ NOBRE GUIMARÃES,H,87.0,5.0,0.0,30.0,1.0,6.0,13/02/1957,0,33763.0,333700.79,1109829.63,35580.92,49264.7,53330.78,44056.16,39099.98,40522.75,38743.31,5167.09,5484.15,22450.95,0.0,111580.82,111580.82,106516.85,111349.5,111617.2,111617.2,110824.75,111580.83,111580.83,111580.83,0
JOSE MARIO SCHREINER,H,90.0,1.0,1.0,23.0,1.0,18.0,08/02/1961,0,33763.0,323143.92,1066482.06,32378.68,34131.0,35150.44,34335.14,33895.08,34419.78,30802.48,30264.95,28822.57,28943.8,0.0,109957.51,110458.63,111653.6,110841.99,107595.56,106178.18,102628.43,103537.52,103537.52,100093.12,0
JOSE ANTONIO DOS SANTOS MEDEIROS,H,91.0,1.0,0.0,13.0,0.0,12.0,19/03/1970,1,33763.0,425982.17,1086660.28,41612.96,57092.54,53792.4,51560.09,69600.74,44189.19,32055.2,28733.6,28925.42,18420.03,0.0,111465.46,107407.42,107407.42,109785.43,97298.23,106682.36,111653.49,111653.49,111653.49,111653.49,0
JOSÉ NELTO LAGARES DAS MERCEZ,H,76.0,9.0,7.0,11.0,6.0,27.0,19/09/1960,0,33763.0,359343.92,1109765.59,18842.7,31027.78,65930.97,33393.0,58347.09,9066.4,44447.74,45204.58,52635.69,447.97,0.0,111520.25,111520.25,111520.25,111520.25,111520.25,109841.23,111520.25,111134.58,111411.47,108256.81,0
JOSÉ RICARDO WENDLING,H,87.0,4.0,1.0,52.0,1.0,2.0,23/06/1964,0,33763.0,382583.27,1116596.6,47539.51,48226.11,44947.97,40154.45,56607.85,45635.99,32568.83,18088.42,9458.98,36000.03,3355.13,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,0
JOSEILDO RIBEIRO RAMOS,H,84.0,3.0,5.0,33.0,0.0,2.0,23/08/1957,0,33763.0,400810.51,1113579.4,60500.14,44516.13,51988.63,37649.8,23871.94,49876.84,34364.16,32616.98,28446.92,36561.73,417.24,110975.34,111192.49,111192.49,111134.29,111501.09,111538.26,111538.26,111538.26,111538.26,111430.66,0
JOSIVALDO DOS SANTOS MELO,H,88.0,4.0,0.0,29.0,6.0,0.0,29/11/1983,0,33763.0,282252.87,1087475.42,21390.12,50216.34,66242.26,54516.89,31532.54,14146.15,9948.48,25223.1,5493.0,3348.14,195.85,109834.64,109133.04,108673.14,108126.11,109322.96,109689.09,110179.61,108448.1,109154.46,104914.27,0
GULLIEM CHARLES BEZERRA LEMOS,H,82.0,3.0,7.0,11.0,2.0,13.0,05/01/1976,0,33763.0,289412.76,1073734.88,38644.26,43307.15,46413.68,34292.95,40271.63,18048.99,23755.06,10112.59,13734.9,20831.55,0.0,106277.34,110741.87,107850.38,102147.71,106945.98,111544.27,111280.11,111064.87,110913.41,94968.94,0
JOSÉ ALVES ROCHA,H,82.0,10.0,0.0,43.0,14.0,30.0,18/08/1948,0,33763.0,341547.78,1116171.1,25275.02,33000.03,37777.87,42689.97,36822.12,29942.35,43118.28,38255.35,34624.45,20042.34,0.0,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,111617.11,0
JOSIMAR CUNHA RODRIGUES,H,41.0,0.0,2.0,0.0,0.0,0.0,13/11/1976,0,33763.0,164211.32,1100076.94,36371.45,47905.56,52338.19,17061.07,0,0,0,511.98,4108.54,3611.78,2302.75,111471.6,111471.6,110571.71,110320.31,111471.6,111471.6,111508.56,109200.21,106309.55,106280.2,0
